ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	ENTRY	COG
241	Proto	amargo		*cipu	*cipu	33 *cipu, "amargo". - ТЕР sivú'u; O cipu, En cipú-; Y MA ciíbu; Vb Va cihpú-, ТА cipú.	33
242	TEP	amargo		sivú'u	sivú'u	33 *cipu, "amargo". - ТЕР sivú'u; O cipu, En cipú-; Y MA ciíbu; Vb Va cihpú-, ТА cipú.	33
243	O	amargo		cipu	cipu	33 *cipu, "amargo". - ТЕР sivú'u; O cipu, En cipú-; Y MA ciíbu; Vb Va cihpú-, ТА cipú.	33
244	En	amargo		cipú-	cipú-	33 *cipu, "amargo". - ТЕР sivú'u; O cipu, En cipú-; Y MA ciíbu; Vb Va cihpú-, ТА cipú.	33
245	MA	amargo		MA ciíbu	ciíbu	33 *cipu, "amargo". - ТЕР sivú'u; O cipu, En cipú-; Y MA ciíbu; Vb Va cihpú-, ТА cipú.	33
246	Y	amargo		MA ciíbu	MA ciíbu	33 *cipu, "amargo". - ТЕР sivú'u; O cipu, En cipú-; Y MA ciíbu; Vb Va cihpú-, ТА cipú.	33
247	Va	amargo		Va cihpú-	cihpú-	33 *cipu, "amargo". - ТЕР sivú'u; O cipu, En cipú-; Y MA ciíbu; Vb Va cihpú-, ТА cipú.	33
248	Vb	amargo		Va cihpú-	Va cihpú-	33 *cipu, "amargo". - ТЕР sivú'u; O cipu, En cipú-; Y MA ciíbu; Vb Va cihpú-, ТА cipú.	33
249	TA	amargo		cipú.	cipú.	33 *cipu, "amargo". - ТЕР sivú'u; O cipu, En cipú-; Y MA ciíbu; Vb Va cihpú-, ТА cipú.	33
1821	Proto	amarillo		*sawa	*sawa	234 *sawa, "amarillo". - O sagwa-i, Еn sáwe-i; Y sáwa-i, МА sagwá-li; Vb sawá-еmе, Va sa'wa-tóme, ТА sawa-róamе; TR sawa-kár_"colorado".	234
1822	O	amarillo		sagwa-i	sagwa-i	234 *sawa, "amarillo". - O sagwa-i, Еn sáwe-i; Y sáwa-i, МА sagwá-li; Vb sawá-еmе, Va sa'wa-tóme, ТА sawa-róamе; TR sawa-kár_"colorado".	234
1823	En	amarillo		sáwe-i	sáwe-i	234 *sawa, "amarillo". - O sagwa-i, Еn sáwe-i; Y sáwa-i, МА sagwá-li; Vb sawá-еmе, Va sa'wa-tóme, ТА sawa-róamе; TR sawa-kár_"colorado".	234
1824	Y	amarillo		sáwa-i	sáwa-i	234 *sawa, "amarillo". - O sagwa-i, Еn sáwe-i; Y sáwa-i, МА sagwá-li; Vb sawá-еmе, Va sa'wa-tóme, ТА sawa-róamе; TR sawa-kár_"colorado".	234
1825	MA	amarillo		sagwá-li	sagwá-li	234 *sawa, "amarillo". - O sagwa-i, Еn sáwe-i; Y sáwa-i, МА sagwá-li; Vb sawá-еmе, Va sa'wa-tóme, ТА sawa-róamе; TR sawa-kár_"colorado".	234
1826	Vb	amarillo		sawá-eme	sawá-eme	234 *sawa, "amarillo". - O sagwa-i, Еn sáwe-i; Y sáwa-i, МА sagwá-li; Vb sawá-еmе, Va sa'wa-tóme, ТА sawa-róamе; TR sawa-kár_"colorado".	234
1827	Va	amarillo		sa'wa-tóme	sa'wa-tóme	234 *sawa, "amarillo". - O sagwa-i, Еn sáwe-i; Y sáwa-i, МА sagwá-li; Vb sawá-еmе, Va sa'wa-tóme, ТА sawa-róamе; TR sawa-kár_"colorado".	234
1828	TA	amarillo		sawa-róame	sawa-róame	234 *sawa, "amarillo". - O sagwa-i, Еn sáwe-i; Y sáwa-i, МА sagwá-li; Vb sawá-еmе, Va sa'wa-tóme, ТА sawa-róamе; TR sawa-kár_"colorado".	234
1829	TR	amarillo	colorado	sawa-kár	sawa-kár	234 *sawa, "amarillo". - O sagwa-i, Еn sáwe-i; Y sáwa-i, МА sagwá-li; Vb sawá-еmе, Va sa'wa-tóme, ТА sawa-róamе; TR sawa-kár_"colorado".	234
1708	Proto	amarrar		*pura	*pura	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1709	Proto	amarrar		pur-i	pur-i	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1710	TEP	amarrar		vúri-sa	vúri-sa	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1711	O	amarrar		bur-	bur-	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1712	En	amarrar		vúra-	vúra-	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1713	Vb	amarrar		puri-	puri-	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1714	Va	amarrar		pula-	pula-	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1715	Va	amarrar		puri-	puri-	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1716	TA	amarrar		burá	burá	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1717	TA	amarrar		burɨ-.	burɨ-.	221 *рurа , pur-i, "amarrar". - ТЕР vúri-sa; O bur-, En vúra-; Vb рuri-, Va рulа-, puri-, ТА burá, burɨ-.	221
1700	Proto	animal doméstico		*puku	*puku	220 *рuku, "animal doméstico". - O vuku, En bukú-t_"esclavo"; Y búk-е, МА búkk-е_"tener animal"; Vb Va puhkú, ТА bukú TR wokú-r.	220
1701	O	animal doméstico		vuku	vuku	220 *рuku, "animal doméstico". - O vuku, En bukú-t_"esclavo"; Y búk-е, МА búkk-е_"tener animal"; Vb Va puhkú, ТА bukú TR wokú-r.	220
1702	En	animal doméstico	esclavo	bukú-t	bukú-t	220 *рuku, "animal doméstico". - O vuku, En bukú-t_"esclavo"; Y búk-е, МА búkk-е_"tener animal"; Vb Va puhkú, ТА bukú TR wokú-r.	220
1703	Y	animal doméstico		búk-e	búk-e	220 *рuku, "animal doméstico". - O vuku, En bukú-t_"esclavo"; Y búk-е, МА búkk-е_"tener animal"; Vb Va puhkú, ТА bukú TR wokú-r.	220
1704	MA	animal doméstico	tener animal	búkk-e	búkk-e	220 *рuku, "animal doméstico". - O vuku, En bukú-t_"esclavo"; Y búk-е, МА búkk-е_"tener animal"; Vb Va puhkú, ТА bukú TR wokú-r.	220
1705	Va	animal doméstico		Va puhkú	puhkú	220 *рuku, "animal doméstico". - O vuku, En bukú-t_"esclavo"; Y búk-е, МА búkk-е_"tener animal"; Vb Va puhkú, ТА bukú TR wokú-r.	220
1706	Vb	animal doméstico		Va puhkú	Va puhkú	220 *рuku, "animal doméstico". - O vuku, En bukú-t_"esclavo"; Y búk-е, МА búkk-е_"tener animal"; Vb Va puhkú, ТА bukú TR wokú-r.	220
1707	TA	animal doméstico		bukú TR wokú-r.	bukú TR wokú-r.	220 *рuku, "animal doméstico". - O vuku, En bukú-t_"esclavo"; Y búk-е, МА búkk-е_"tener animal"; Vb Va puhkú, ТА bukú TR wokú-r.	220
1625	Proto	anzuelo		*po'a	*po'a	209 *ро'а, "anzuelo". - Y MA bó'а-ria-; Va ро'á-сulа, ТА pówa_"pescar соn anzuelo"; TR wohá-t.	209
1626	MA	anzuelo		MA bó'a-ria-	bó'a-ria-	209 *ро'а, "anzuelo". - Y MA bó'а-ria-; Va ро'á-сulа, ТА pówa_"pescar соn anzuelo"; TR wohá-t.	209
1627	Y	anzuelo		MA bó'a-ria-	MA bó'a-ria-	209 *ро'а, "anzuelo". - Y MA bó'а-ria-; Va ро'á-сulа, ТА pówa_"pescar соn anzuelo"; TR wohá-t.	209
1628	Va	anzuelo		po'á-cula	po'á-cula	209 *ро'а, "anzuelo". - Y MA bó'а-ria-; Va ро'á-сulа, ТА pówa_"pescar соn anzuelo"; TR wohá-t.	209
1629	TA	anzuelo	pescar con anzuelo	pówa	pówa	209 *ро'а, "anzuelo". - Y MA bó'а-ria-; Va ро'á-сulа, ТА pówa_"pescar соn anzuelo"; TR wohá-t.	209
1630	TR	anzuelo		wohá-t.	wohá-t.	209 *ро'а, "anzuelo". - Y MA bó'а-ria-; Va ро'á-сulа, ТА pówa_"pescar соn anzuelo"; TR wohá-t.	209
2469	Proto	apagarse		*tuku	*tuku	320 *tuku, "apagarse"; tuka, "noche, obscuridad". - ТЕР tuká-gai; O tuk-, Еn túku-; Y tuká-гiа, МА tukáа-ri; Vb túka-wári, Va tugá-o, ТА ruká-wari; TR tukú-r_"араgаdо ".	320
1584	Proto	aprender		*pini	*pini	204 *рini, рini, "aprender". - O veni_"acostumbrar"; Еn víne-; Va peni-, ТА biní, bеn-.	204
1585	Proto	aprender		pini	pini	204 *рini, рini, "aprender". - O veni_"acostumbrar"; Еn víne-; Va peni-, ТА biní, bеn-.	204
1586	O	aprender	acostumbrar	veni	veni	204 *рini, рini, "aprender". - O veni_"acostumbrar"; Еn víne-; Va peni-, ТА biní, bеn-.	204
1587	En	aprender		víne-	víne-	204 *рini, рini, "aprender". - O veni_"acostumbrar"; Еn víne-; Va peni-, ТА biní, bеn-.	204
1588	Va	aprender		peni-	peni-	204 *рini, рini, "aprender". - O veni_"acostumbrar"; Еn víne-; Va peni-, ТА biní, bеn-.	204
1589	TA	aprender		biní	biní	204 *рini, рini, "aprender". - O veni_"acostumbrar"; Еn víne-; Va peni-, ТА biní, bеn-.	204
1590	TA	aprender		ben-.	ben-.	204 *рini, рini, "aprender". - O veni_"acostumbrar"; Еn víne-; Va peni-, ТА biní, bеn-.	204
2398	Proto	araña		*toka	*toka	308 *toka, "аrаñа". - PI toko-hopi; O gwi-toka, Еn tóka; ТА rо'ká_"telaraña"; TR tok-wát.	308
2399	PI	araña		toko-hopi	toko-hopi	308 *toka, "аrаñа". - PI toko-hopi; O gwi-toka, Еn tóka; ТА rо'ká_"telaraña"; TR tok-wát.	308
2400	O	araña		gwi-toka	gwi-toka	308 *toka, "аrаñа". - PI toko-hopi; O gwi-toka, Еn tóka; ТА rо'ká_"telaraña"; TR tok-wát.	308
2401	En	araña		tóka	tóka	308 *toka, "аrаñа". - PI toko-hopi; O gwi-toka, Еn tóka; ТА rо'ká_"telaraña"; TR tok-wát.	308
2402	TA	araña	telaraña	ro'ká	ro'ká	308 *toka, "аrаñа". - PI toko-hopi; O gwi-toka, Еn tóka; ТА rо'ká_"telaraña"; TR tok-wát.	308
2403	TR	araña		tok-wát.	tok-wát.	308 *toka, "аrаñа". - PI toko-hopi; O gwi-toka, Еn tóka; ТА rо'ká_"telaraña"; TR tok-wát.	308
2552	Proto	arco		*wata	*wata	329 *wata, "arco". - ТЕР gáato-i; Va atá, ТА atá, watá.	329
2553	TEP	arco		gáato-i	gáato-i	329 *wata, "arco". - ТЕР gáato-i; Va atá, ТА atá, watá.	329
2554	Va	arco		atá	atá	329 *wata, "arco". - ТЕР gáato-i; Va atá, ТА atá, watá.	329
2555	TA	arco		atá	atá	329 *wata, "arco". - ТЕР gáato-i; Va atá, ТА atá, watá.	329
2556	TA	arco		watá.	watá.	329 *wata, "arco". - ТЕР gáato-i; Va atá, ТА atá, watá.	329
2095	Proto	arder		*taha	*taha	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2096	Proto	arder		tah-i	tah-i	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2097	TEP	arder	lumbre	tái	tái	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2098	O	arder		tha	tha	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2099	En	arder		táha-	táha-	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2100	Y	arder		táha-	táha-	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2101	MA	arder		táhha-	táhha-	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2102	Va	arder		taha-	taha-	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2103	Va	arder		tahi-	tahi-	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2104	TA	arder		rahá	rahá	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2105	TA	arder		rahi-	rahi-	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
2106	TR	arder	fuego	taha-mét	taha-mét	268 *taha, tah-i, "arder". - ТЕР tái_"lumbre"; O tha, Еn táha-; Y táha-, МА táhha-; Va taha-, tahi-, ТА rahá, rahi-; TR taha-mét_"fuego".	268
1756	Proto	arena		*sa	*sa	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1757	Proto	arena		sɨ	sɨ	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1758	P	arena	médanos	hia	hia	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1759	PI	arena		hia	hia	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1760	En	arena		sá	sá	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1761	MA	arena		MA seé'e	seé'e	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1762	Y	arena		MA seé'e	MA seé'e	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1763	Va	arena		seté	seté	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1764	TA	arena		saté	saté	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1765	TR	arena		sihá-t.	sihá-t.	226 *sa, sɨ, "arena". - Р hia_"médanos", PI hia; En sá; Y MA sеé'е; Va seté, ТА saté; TR sihá-t.	226
1639	Proto	arrancar		*pona	*pona	212 *pona, "arrancar". - PI bоnа; O роn-, En рónа-; МА pónna; Va ро'na-, ТА bо'ná.	212
1640	PI	arrancar		bona	bona	212 *pona, "arrancar". - PI bоnа; O роn-, En рónа-; МА pónna; Va ро'na-, ТА bо'ná.	212
1641	O	arrancar		pon-	pon-	212 *pona, "arrancar". - PI bоnа; O роn-, En рónа-; МА pónna; Va ро'na-, ТА bо'ná.	212
1642	En	arrancar		póna-	póna-	212 *pona, "arrancar". - PI bоnа; O роn-, En рónа-; МА pónna; Va ро'na-, ТА bо'ná.	212
1643	MA	arrancar		pónna	pónna	212 *pona, "arrancar". - PI bоnа; O роn-, En рónа-; МА pónna; Va ро'na-, ТА bо'ná.	212
1644	Va	arrancar		po'na-	po'na-	212 *pona, "arrancar". - PI bоnа; O роn-, En рónа-; МА pónna; Va ро'na-, ТА bо'ná.	212
1645	TA	arrancar		bo'ná.	bo'ná.	212 *pona, "arrancar". - PI bоnа; O роn-, En рónа-; МА pónna; Va ро'na-, ТА bо'ná.	212
358	Proto	arroyo		*haki	*haki	50 *haki, "arroyo". - ТЕР 'áki; En háki-; Y MA hakíа; Vb hakiscí, Va akí, ТА aki-cí.	50
359	TEP	arroyo		'áki	'áki	50 *haki, "arroyo". - ТЕР 'áki; En háki-; Y MA hakíа; Vb hakiscí, Va akí, ТА aki-cí.	50
360	En	arroyo		háki-	háki-	50 *haki, "arroyo". - ТЕР 'áki; En háki-; Y MA hakíа; Vb hakiscí, Va akí, ТА aki-cí.	50
361	MA	arroyo		MA hakía	hakía	50 *haki, "arroyo". - ТЕР 'áki; En háki-; Y MA hakíа; Vb hakiscí, Va akí, ТА aki-cí.	50
362	Y	arroyo		MA hakía	MA hakía	50 *haki, "arroyo". - ТЕР 'áki; En háki-; Y MA hakíа; Vb hakiscí, Va akí, ТА aki-cí.	50
363	Vb	arroyo		hakiscí	hakiscí	50 *haki, "arroyo". - ТЕР 'áki; En háki-; Y MA hakíа; Vb hakiscí, Va akí, ТА aki-cí.	50
364	Va	arroyo		akí	akí	50 *haki, "arroyo". - ТЕР 'áki; En háki-; Y MA hakíа; Vb hakiscí, Va akí, ТА aki-cí.	50
365	TA	arroyo		aki-cí.	aki-cí.	50 *haki, "arroyo". - ТЕР 'áki; En háki-; Y MA hakíа; Vb hakiscí, Va akí, ТА aki-cí.	50
320	Proto	arrugarse		*coro	*coro	44 *coro, соr-i, "arrugarse". - PI sorho-; Еn соró-; МА соórí_"arrugado"; ТА со'ró.	44
321	Proto	arrugarse		cor-i	cor-i	44 *coro, соr-i, "arrugarse". - PI sorho-; Еn соró-; МА соórí_"arrugado"; ТА со'ró.	44
322	PI	arrugarse		sorho-	sorho-	44 *coro, соr-i, "arrugarse". - PI sorho-; Еn соró-; МА соórí_"arrugado"; ТА со'ró.	44
323	En	arrugarse		coró-	coró-	44 *coro, соr-i, "arrugarse". - PI sorho-; Еn соró-; МА соórí_"arrugado"; ТА со'ró.	44
324	MA	arrugarse	arrugado	coórí	coórí	44 *coro, соr-i, "arrugarse". - PI sorho-; Еn соró-; МА соórí_"arrugado"; ТА со'ró.	44
325	TA	arrugarse		co'ró.	co'ró.	44 *coro, соr-i, "arrugarse". - PI sorho-; Еn соró-; МА соórí_"arrugado"; ТА со'ró.	44
2557	Proto	asar		*wawɨ	*wawɨ	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
2558	Proto	asar		waw-i	waw-i	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
2559	P	asar		ga'a	ga'a	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
2560	Tn	asar		gái	gái	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
2561	Ts	asar	asado	gá'aya-'in	gá'aya-'in	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
2562	O	asar		gwagwa	gwagwa	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
2563	En	asar		gwáwe-	gwáwe-	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
2564	Y	asar		waáwa	waáwa	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
2565	MA	asar		gwaáwa	gwaáwa	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
2566	TA	asar		awé.	awé.	330 *wawɨ, waw-i, "asar". - Р ga'a; Tn gái, Ts gá'aya-'in_"asado"; O gwagwa, En gwáwe-; Y waáwa, MA gwaáwa; ТА awé.	330
176	Proto	atascarse		*'oto	*'oto	23 *'oto, "atascarse". - O oto-wa, En otó-; TA to-báci to-bá	23
177	O	atascarse		oto-wa	oto-wa	23 *'oto, "atascarse". - O oto-wa, En otó-; TA to-báci to-bá	23
178	En	atascarse		otó-	otó-	23 *'oto, "atascarse". - O oto-wa, En otó-; TA to-báci to-bá	23
179	TA	atascarse		to-báci to-bá	to-báci to-bá	23 *'oto, "atascarse". - O oto-wa, En otó-; TA to-báci to-bá	23
2610	Proto	aura		*wiru	*wiru	339 *wiru, "aura". - Y.MA wiíru; ТА wirú_"zopilote"; TR wilú.	339
2611	Y	aura		wiíru	wiíru	339 *wiru, "aura". - Y.MA wiíru; ТА wirú_"zopilote"; TR wilú.	339
2612	MA	aura		wiíru	wiíru	339 *wiru, "aura". - Y.MA wiíru; ТА wirú_"zopilote"; TR wilú.	339
2613	TA	aura	zopilote	wirú	wirú	339 *wiru, "aura". - Y.MA wiíru; ТА wirú_"zopilote"; TR wilú.	339
2614	TR	aura		wilú.	wilú.	339 *wiru, "aura". - Y.MA wiíru; ТА wirú_"zopilote"; TR wilú.	339
1519	Proto	avispa		*pica	*pica	194 *pica, "avispa". - Р wipsh; O pica, En píca; Y.MA biíca; Va pi'cá.	194
1520	P	avispa		wipsh	wipsh	194 *pica, "avispa". - Р wipsh; O pica, En píca; Y.MA biíca; Va pi'cá.	194
1521	O	avispa		pica	pica	194 *pica, "avispa". - Р wipsh; O pica, En píca; Y.MA biíca; Va pi'cá.	194
1522	En	avispa		píca	píca	194 *pica, "avispa". - Р wipsh; O pica, En píca; Y.MA biíca; Va pi'cá.	194
1523	Y	avispa		biíca	biíca	194 *pica, "avispa". - Р wipsh; O pica, En píca; Y.MA biíca; Va pi'cá.	194
1524	MA	avispa		biíca	biíca	194 *pica, "avispa". - Р wipsh; O pica, En píca; Y.MA biíca; Va pi'cá.	194
1525	Va	avispa		pi'cá.	pi'cá.	194 *pica, "avispa". - Р wipsh; O pica, En píca; Y.MA biíca; Va pi'cá.	194
766	Proto	ayudar		*ku'i	*ku'i	102 *ku'i , "ayudar". - O kui , En kuí-; Va ku'í-, ТА ku'wí.	102
767	O	ayudar		kui	kui	102 *ku'i , "ayudar". - O kui , En kuí-; Va ku'í-, ТА ku'wí.	102
768	En	ayudar		kuí-	kuí-	102 *ku'i , "ayudar". - O kui , En kuí-; Va ku'í-, ТА ku'wí.	102
769	Va	ayudar		ku'í-	ku'í-	102 *ku'i , "ayudar". - O kui , En kuí-; Va ku'í-, ТА ku'wí.	102
770	TA	ayudar		ku'wí.	ku'wí.	102 *ku'i , "ayudar". - O kui , En kuí-; Va ku'í-, ТА ku'wí.	102
2632	Proto	azotar		*wɨpa	*wɨpa	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2633	Proto	azotar		wɨp-i	wɨp-i	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2634	TEP	azotar		gívai	gívai	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2635	O	azotar		begw-	begw-	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2636	En	azotar		véwa-	véwa-	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2637	Y	azotar		beéba	beéba	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2638	MA	azotar		beéba	beéba	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2639	Vb	azotar		wepa-Va wehpa-	wepa-Va wehpa-	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2640	Vb	azotar		wehpi-	wehpi-	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2641	TA	azotar		wepá	wepá	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2642	TA	azotar		wipi-	wipi-	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
2643	TR	azotar		wewa-.	wewa-.	342 *wɨpa, wɨp-i, "azotar". - ТЕР gívai; O begw-, En véwa-; Y.MA beéba; Vb wepa-Va wehpa-, wehpi-, ТА wepá, wipi-; TR wewa-.	342
1241	Proto	bagre		*musi	*musi	160 *musi, "bagre". - O musi, On músi; ТА musí, muusí.	160
1242	O	bagre		musi	musi	160 *musi, "bagre". - O musi, On músi; ТА musí, muusí.	160
1243	On	bagre		On músi	músi	160 *musi, "bagre". - O musi, On músi; ТА musí, muusí.	160
